yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Bahrain,World,11.0,Products of the milling industry; malt; starches; inulin,7928.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2007,2007.0,Export,Bahrain,Qatar,11.0,Products of the milling industry; malt; starches; inulin,2673.0,,26.1551249,50.5344606,25.3336984,51.2295295
2007,2007.0,Export,Bahrain,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin,282.0,,26.1551249,50.5344606,25.6242618,42.3528328
2007,2007.0,Export,Bahrain,Bunkers,11.0,Products of the milling industry; malt; starches; inulin,4973.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
