yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,5011,-12.2045176,44.2832964,37.977378106878206,73.97804075806764
2015,2015,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,788,-12.2045176,44.2832964,6.06272746187266,22.727528470146083
2015,2015,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3081,-12.2045176,44.2832964,47.92172048214207,7.866753258497997
2015,2015,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,56266,-12.2045176,44.2832964,,
