yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,4897810,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,85855,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,11447527,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,161,21.0000287,57.0036901,,
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,28569,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,26692289,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,762567,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,1867451,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,563276,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,1877723,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,17646,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,9842809,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,682868,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,World,World,71969475,21.0000287,57.0036901,,
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Cyprus, Cyprus,240336,21.0000287,57.0036901,,
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Lebanon, Lebanon,2937891,21.0000287,57.0036901,,
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Malta, Malta,138643,21.0000287,57.0036901,,
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Pakistan, Pakistan,60565,21.0000287,57.0036901,,
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,110838,21.0000287,57.0036901,,
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,3955500,21.0000287,57.0036901,,
2011,2011,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Yemen, Yemen,2473,21.0000287,57.0036901,,
