yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Eastern Asia,Asia,2659806
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Eastern Europe,Europe,240357
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Latin America and the Caribbean,Americas,38104
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Northern Africa,Africa,3238040
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Northern America,Americas,1643860
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Northern Europe,Europe,557384
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",South-eastern Asia,Asia,92897
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Southern Europe,Europe,8343005
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Western Asia,Asia,22391
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",Western Europe,Europe,8988241
1993,1993,Import,Algeria,68,"Stone, plaster, cement, asbestos, mica, etc articles",World,World,27706484
