yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Morocco,World,36.0,Explosives; pyrotechnic products; matches,290024.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2004,2004.0,Export,Morocco,Guinea,36.0,Explosives; pyrotechnic products; matches,252081.0,,31.1728205,-7.3362482,10.7226226,-10.7083587
2004,2004.0,Export,Morocco,USA,36.0,Explosives; pyrotechnic products; matches,37943.0,,31.1728205,-7.3362482,39.7837304,-100.445882
