yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Australia and New Zealand,Oceania,27975
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Central Asia,Asia,1848249
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Eastern Asia,Asia,33066235
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Eastern Europe,Europe,33861402
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Latin America and the Caribbean,Americas,84384424
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Micronesia,Oceania,301631256
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Northern Africa,Africa,666536
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Northern America,Americas,40137
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Northern Europe,Europe,119492348
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",South-eastern Asia,Asia,180644491
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Southern Asia,Asia,889045
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Southern Europe,Europe,22533695
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Sub-Saharan Africa,Africa,37103402
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",Western Europe,Europe,438393257
2014,2014,Re-Export,Cyprus,89,"Ships, boats and floating structures",World,World,1345611673
