yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",121053012.0,,31.1667049,36.941628,-36.8535712,174.7456809
2018,2018.0,Export,Jordan,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17263.0,,31.1667049,36.941628,41.000028,19.9999619
2018,2018.0,Export,Jordan,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21126.0,,31.1667049,36.941628,28.0000272,2.9999825
2018,2018.0,Export,Jordan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28169.0,,31.1667049,36.941628,47.59397,14.12456
2018,2018.0,Export,Jordan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83098.0,,31.1667049,36.941628,26.1551249,50.5344606
2018,2018.0,Export,Jordan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",267000.0,,31.1667049,36.941628,50.6402809,4.6667145
2018,2018.0,Export,Jordan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36660.0,,31.1667049,36.941628,42.6073975,25.4856617
2018,2018.0,Export,Jordan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",453255.0,,31.1667049,36.941628,61.0666922,-107.991707
2018,2018.0,Export,Jordan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",86178.0,,31.1667049,36.941628,35.000074,104.999927
2018,2018.0,Export,Jordan,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14084.0,,31.1667049,36.941628,34.9823018,33.1451285
2018,2018.0,Export,Jordan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81690.0,,31.1667049,36.941628,49.7439047,15.3381061
2018,2018.0,Export,Jordan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19014.0,,31.1667049,36.941628,55.670249,10.3333283
2018,2018.0,Export,Jordan,El Salvador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8450.0,,31.1667049,36.941628,13.8000382,-88.9140683
2018,2018.0,Export,Jordan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75207.0,,31.1667049,36.941628,46.603354,1.8883335
