yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",121053012.0,,31.1667049,36.941628,-36.8535712,174.7456809
2018,2018.0,Export,Jordan,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2925.0,,31.1667049,36.941628,32.3293809,-83.1137366
2018,2018.0,Export,Jordan,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35211.0,,31.1667049,36.941628,13.470062,-15.4900464
2018,2018.0,Export,Jordan,State of Palestine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",160178.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2018,2018.0,Export,Jordan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",195439.0,,31.1667049,36.941628,51.1638175,10.4478313
2018,2018.0,Export,Jordan,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69718.0,,31.1667049,36.941628,8.0300284,-1.0800271
2018,2018.0,Export,Jordan,Honduras,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18309.0,,31.1667049,36.941628,15.2572432,-86.0755145
2018,2018.0,Export,Jordan,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1830.0,,31.1667049,36.941628,22.350627,114.1849161
2018,2018.0,Export,Jordan,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",705974.0,,31.1667049,36.941628,33.0955793,44.1749775
2018,2018.0,Export,Jordan,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28169.0,,31.1667049,36.941628,52.865196,-7.9794599
2018,2018.0,Export,Jordan,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",118922.0,,31.1667049,36.941628,30.8124247,34.8594762
2018,2018.0,Export,Jordan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32153.0,,31.1667049,36.941628,42.6384261,12.674297
2018,2018.0,Export,Jordan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",413574.0,,31.1667049,36.941628,36.5748441,139.2394179
2018,2018.0,Export,Jordan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6338.0,,31.1667049,36.941628,,
2018,2018.0,Export,Jordan,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",473991.0,,31.1667049,36.941628,29.2733964,47.4979476
2018,2018.0,Export,Jordan,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",464487.0,,31.1667049,36.941628,33.8750629,35.843409
2018,2018.0,Export,Jordan,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",206257.0,,31.1667049,36.941628,26.8234472,18.1236723
2018,2018.0,Export,Jordan,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21126.0,,31.1667049,36.941628,55.3500003,23.7499997
2018,2018.0,Export,Jordan,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42253.0,,31.1667049,36.941628,4.5693754,102.2656823
2018,2018.0,Export,Jordan,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2815.0,,31.1667049,36.941628,,
2018,2018.0,Export,Jordan,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70543.0,,31.1667049,36.941628,21.0000287,57.0036901
2018,2018.0,Export,Jordan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",321016.0,,31.1667049,36.941628,52.2434979,5.6343227
2018,2018.0,Export,Jordan,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52267.0,,31.1667049,36.941628,9.6000359,7.9999721
2018,2018.0,Export,Jordan,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37774.0,,31.1667049,36.941628,30.3308401,71.247499
2018,2018.0,Export,Jordan,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5633.0,,31.1667049,36.941628,12.7503486,122.7312101
2018,2018.0,Export,Jordan,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26935.0,,31.1667049,36.941628,52.215933,19.134422
2018,2018.0,Export,Jordan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",762097.0,,31.1667049,36.941628,25.3336984,51.2295295
2018,2018.0,Export,Jordan,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16901.0,,31.1667049,36.941628,45.9852129,24.6859225
2018,2018.0,Export,Jordan,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24380195.0,,31.1667049,36.941628,25.6242618,42.3528328
2018,2018.0,Export,Jordan,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21126.0,,31.1667049,36.941628,14.4750607,-14.4529612
2018,2018.0,Export,Jordan,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",96184.0,,31.1667049,36.941628,22.3511148,78.6677428
2018,2018.0,Export,Jordan,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9880.0,,31.1667049,36.941628,1.357107,103.8194992
2018,2018.0,Export,Jordan,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53090.0,,31.1667049,36.941628,39.3260685,-4.8379791
2018,2018.0,Export,Jordan,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",643069.0,,31.1667049,36.941628,14.5844444,29.4917691
2018,2018.0,Export,Jordan,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14084.0,,31.1667049,36.941628,59.6749712,14.5208584
2018,2018.0,Export,Jordan,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36619.0,,31.1667049,36.941628,46.7985624,8.2319736
2018,2018.0,Export,Jordan,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",396750.0,,31.1667049,36.941628,34.6401861,39.0494106
2018,2018.0,Export,Jordan,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2716.0,,31.1667049,36.941628,14.8971921,100.83273
2018,2018.0,Export,Jordan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1477504.0,,31.1667049,36.941628,24.0002488,53.9994829
2018,2018.0,Export,Jordan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",847028.0,,31.1667049,36.941628,38.9597594,34.9249653
2018,2018.0,Export,Jordan,Uganda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",210085.0,,31.1667049,36.941628,1.5333554,32.2166578
2018,2018.0,Export,Jordan,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68239.0,,31.1667049,36.941628,49.4871968,31.2718321
2018,2018.0,Export,Jordan,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8378063.0,,31.1667049,36.941628,26.2540493,29.2675469
2018,2018.0,Export,Jordan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1242204.0,,31.1667049,36.941628,54.7023545,-3.2765753
2018,2018.0,Export,Jordan,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75193172.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
2018,2018.0,Export,Jordan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2377820.0,,31.1667049,36.941628,39.7837304,-100.445882
2018,2018.0,Export,Jordan,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",121126.0,,31.1667049,36.941628,16.3471243,47.8915271
