yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,32331,31.1667049,36.941628,,
2011,2011,Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,3748630,31.1667049,36.941628,,
2011,2011,Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Iraq, Iraq,3334284,31.1667049,36.941628,,
2011,2011,Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Oman, Oman,11407,31.1667049,36.941628,,
2011,2011,Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,279948,31.1667049,36.941628,,
2011,2011,Export,Jordan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,5118,31.1667049,36.941628,,
