yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,148590,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2008,2008,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,127659,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2008,2008,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,2490062,26.1551249,50.5344606,,
2008,2008,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,3923,26.1551249,50.5344606,,
2008,2008,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,2364,26.1551249,50.5344606,,
2008,2008,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,29178,26.1551249,50.5344606,,
