yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Algeria,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,37460.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2011,2011.0,Export,Algeria,France,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,29783.0,,28.0000272,2.9999825,46.603354,1.8883335
2011,2011.0,Export,Algeria,Mali,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,2672.0,,28.0000272,2.9999825,16.3700359,-2.2900239
2011,2011.0,Export,Algeria,Senegal,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,4767.0,,28.0000272,2.9999825,14.4750607,-14.4529612
2011,2011.0,Export,Algeria,USA,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,238.0,,28.0000272,2.9999825,39.7837304,-100.445882
