yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,38008,31.1667049,36.941628,,
2015,2015,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1797,31.1667049,36.941628,6.06272746187266,22.727528470146083
2015,2015,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,4065,31.1667049,36.941628,,
2015,2015,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,4307,31.1667049,36.941628,26.42921218083572,52.86847103284948
2015,2015,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,941238,31.1667049,36.941628,,
2015,2015,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,57541,31.1667049,36.941628,,
2015,2015,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,5990,31.1667049,36.941628,,
2015,2015,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,159783,31.1667049,36.941628,,
