yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,11090,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,177367,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,World,World,1772005,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,95298,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,54165,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,2173,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,151997,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,572581,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,136300,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,95742,26.1551249,50.5344606,,
