yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Australia and New Zealand,Oceania,71756
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Eastern Asia,Asia,125132
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Eastern Europe,Europe,318508
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Northern Africa,Africa,1717063
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Northern America,Americas,55796
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Northern Europe,Europe,126935006
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,South-eastern Asia,Asia,221677
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Southern Asia,Asia,6695
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Southern Europe,Europe,2581343
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Sub-Saharan Africa,Africa,304345
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Western Asia,Asia,203129
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,Western Europe,Europe,282976
2006,2006,Re-Export,Cyprus,87,Vehicles other than railway or tramway rolling stock,World,World,137642396
