yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,24,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1192,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,386143,31.1728205,-7.3362482,,
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,16667,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,18802,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,7460,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,10793,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,658996,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,334,31.1728205,-7.3362482,,
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,2330,31.1728205,-7.3362482,,
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,50246,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1694440,31.1728205,-7.3362482,,
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,133841,31.1728205,-7.3362482,,
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,2754,31.1728205,-7.3362482,,
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,144,31.1728205,-7.3362482,,
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Mauritania, Mauritania,402833,31.1728205,-7.3362482,,
2014,2014,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,1881,31.1728205,-7.3362482,,
