yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,659130,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,315569,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1540,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,3141,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,576576,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,511286,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,196945,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,485552,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,34364,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,945703,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,6256729,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,3910,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,23019,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,2622,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,91899,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,16229,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1412420,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,297037,26.1551249,50.5344606,,
