yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Cyprus,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,35595.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2009,2009.0,Re-Export,Cyprus,Greece,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,5301.0,,34.9823018,33.1451285,38.9953683,21.9877132
2009,2009.0,Re-Export,Cyprus,Lebanon,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,28462.0,,34.9823018,33.1451285,33.8750629,35.843409
2009,2009.0,Re-Export,Cyprus,United Kingdom,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,1832.0,,34.9823018,33.1451285,54.7023545,-3.2765753
