yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,76310110,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,796536,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,704151,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,18091400,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,5163888,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,4255372,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,96902835,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,3999560,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,409197,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,187223,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,45414,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,605849,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,28734369,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,359964926,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Bahrain, Bahrain,2550568,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Cyprus, Cyprus,44809,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Jordan, Jordan,1883234,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Kuwait, Kuwait,37246,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Lebanon, Lebanon,393891,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Malta, Malta,68720,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Morocco, Morocco,521873,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Pakistan, Pakistan,184492,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,46276645,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,63584484,21.0000287,57.0036901,,
2009,2009,Import,Oman,4,Dairy produce; birds eggs; natural honey;,Yemen, Yemen,1414942,21.0000287,57.0036901,,
