yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Armenia,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,48955.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2011,2011.0,Re-Export,Armenia,Canada,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,5000.0,,40.7696272,44.6736646,61.0666922,-107.991707
2011,2011.0,Re-Export,Armenia,France,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,86.0,,40.7696272,44.6736646,46.603354,1.8883335
2011,2011.0,Re-Export,Armenia,Georgia,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,519.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2011,2011.0,Re-Export,Armenia,Germany,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1480.0,,40.7696272,44.6736646,51.1638175,10.4478313
2011,2011.0,Re-Export,Armenia,Panama,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,6000.0,,40.7696272,44.6736646,8.559559,-81.1308434
2011,2011.0,Re-Export,Armenia,Russian Federation,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,34932.0,,40.7696272,44.6736646,64.6863136,97.7453061
2011,2011.0,Re-Export,Armenia,Turkey,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,938.0,,40.7696272,44.6736646,38.9597594,34.9249653
