yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,1795,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2010,2010,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,1220,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2010,2010,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,644,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2010,2010,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,3688,28.0000272,2.9999825,,
