rtTitle,Subregion,rgDesc,TradeValue
Bahrain,Afghanistan,Export,4266
Bahrain,Afghanistan,Import,49393
Bahrain,Algeria,Export,25283118
Bahrain,Algeria,Import,1873
Bahrain,Cyprus,Export,11303
Bahrain,Cyprus,Import,2124502
Bahrain,Djibouti,Import,11899
Bahrain,Georgia,Import,5910
Bahrain,Iraq,Export,11230332
Bahrain,Iraq,Import,266016
Bahrain,Jordan,Export,9755329
Bahrain,Jordan,Import,12353519
Bahrain,Kuwait,Export,41704648
Bahrain,Kuwait,Import,18276198
Bahrain,Kuwait,Re-Export,2979914
Bahrain,Lebanon,Export,3198091
Bahrain,Lebanon,Import,16455338
Bahrain,Libya,Export,7330177
Bahrain,Malta,Export,211613
Bahrain,Malta,Import,504060
Bahrain,Mauritania,Import,25849
Bahrain,Morocco,Export,5249243
Bahrain,Morocco,Import,985540
Bahrain,Oman,Export,20038360
Bahrain,Oman,Import,11958455
Bahrain,Oman,Re-Export,1597040
Bahrain,Pakistan,Export,7864001
Bahrain,Pakistan,Import,48517254
Bahrain,Qatar,Export,68621288
Bahrain,Qatar,Import,10393350
Bahrain,Qatar,Re-Export,3338941
Bahrain,Saudi Arabia,Export,304203122
Bahrain,Saudi Arabia,Import,237242932
Bahrain,Saudi Arabia,Re-Export,22260910
Bahrain,State of Palestine,Import,74
Bahrain,United Arab Emirates,Export,85050882
Bahrain,United Arab Emirates,Import,107113014
Bahrain,United Arab Emirates,Re-Export,21265444
Bahrain,World,Export,5550312328
Bahrain,World,Import,4276667022
Bahrain,World,Re-Export,51442249
Bahrain,Yemen,Export,5490805
Bahrain,Yemen,Import,253475
