yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Israel,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",127000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2016,2016.0,Export,Israel,Angola,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2000.0,,30.8124247,34.8594762,-11.8775768,17.5691241
2016,2016.0,Export,Israel,France,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1000.0,,30.8124247,34.8594762,46.603354,1.8883335
2016,2016.0,Export,Israel,Japan,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",57000.0,,30.8124247,34.8594762,36.5748441,139.2394179
2016,2016.0,Export,Israel,South Africa,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",44000.0,,30.8124247,34.8594762,-28.8166236,24.991639
2016,2016.0,Export,Israel,Spain,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1000.0,,30.8124247,34.8594762,39.3260685,-4.8379791
2016,2016.0,Export,Israel,Switzerland,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2000.0,,30.8124247,34.8594762,46.7985624,8.2319736
2016,2016.0,Export,Israel,United Kingdom,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",19000.0,,30.8124247,34.8594762,54.7023545,-3.2765753
2016,2016.0,Export,Israel,"Areas, nes",46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1000.0,,30.8124247,34.8594762,,
