yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2019,2019,Import,Oman,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",75114401,,,-36.8535712,174.7456809
2019,2019,Import,Oman,Australia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2496,,,-24.7761086,134.755
2019,2019,Import,Oman,Bahrain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",106226,,,26.1551249,50.5344606
2019,2019,Import,Oman,Belgium,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",39680,,,50.6402809,4.6667145
2019,2019,Import,Oman,Brazil,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2084454,,,-10.3333333,-53.2
2019,2019,Import,Oman,China,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",10565268,,,35.000074,104.999927
2019,2019,Import,Oman,Denmark,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",224239,,,55.670249,10.3333283
2019,2019,Import,Oman,France,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3053646,,,46.603354,1.8883335
2019,2019,Import,Oman,Indonesia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1629230,,,-2.4833826,117.8902853
2019,2019,Import,Oman,Iran,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",109136,,,32.6475314,54.5643516
2019,2019,Import,Oman,Italy,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",68176,,,42.6384261,12.674297
2019,2019,Import,Oman,Jordan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",183724,,,31.1667049,36.941628
2019,2019,Import,Oman,Kenya,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",5414,,,1.4419683,38.4313975
2019,2019,Import,Oman,Rep. of Korea,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",55932,,,,
2019,2019,Import,Oman,Kuwait,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",633968,,,29.2733964,47.4979476
2019,2019,Import,Oman,Luxembourg,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",25958,,,,
2019,2019,Import,Oman,Malaysia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1548767,,,4.5693754,102.2656823
2019,2019,Import,Oman,Netherlands,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",108418,,,52.2434979,5.6343227
2019,2019,Import,Oman,Pakistan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",500442,,,30.3308401,71.247499
2019,2019,Import,Oman,Philippines,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",691557,,,12.7503486,122.7312101
2019,2019,Import,Oman,Qatar,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",214286,,,25.3336984,51.2295295
2019,2019,Import,Oman,Saudi Arabia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",4533146,,,25.6242618,42.3528328
2019,2019,Import,Oman,India,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",28457,,,22.3511148,78.6677428
2019,2019,Import,Oman,Singapore,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",204837,,,1.357107,103.8194992
2019,2019,Import,Oman,Viet Nam,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",168117,,,15.9266657,107.9650855
2019,2019,Import,Oman,Somalia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",881,,,8.3676771,49.083416
2019,2019,Import,Oman,South Africa,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1534,,,-28.8166236,24.991639
2019,2019,Import,Oman,Spain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",6468,,,39.3260685,-4.8379791
2019,2019,Import,Oman,Switzerland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",98262,,,46.7985624,8.2319736
2019,2019,Import,Oman,Thailand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",7501102,,,14.8971921,100.83273
2019,2019,Import,Oman,United Arab Emirates,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",39422852,,,24.0002488,53.9994829
2019,2019,Import,Oman,Turkey,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",282293,,,38.9597594,34.9249653
2019,2019,Import,Oman,Egypt,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",23328,,,26.2540493,29.2675469
2019,2019,Import,Oman,United Kingdom,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",445958,,,54.7023545,-3.2765753
2019,2019,Import,Oman,USA,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",72101,,,,
2019,2019,Import,Oman,Yemen,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",474033,,,16.3471243,47.8915271
