yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Re-Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,27199,30.3308401,71.247499,40.12399607988535,20.742583178432696
2014,2014,Re-Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,27237,30.3308401,71.247499,,
2014,2014,Re-Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,38,30.3308401,71.247499,,
