yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,560619,31.17,-7.33,-16.85099460447687,133.4130365630627
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,50492410,31.17,-7.33,39.89317229901691,61.060280637304274
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,2442900,31.17,-7.33,37.977378106878206,73.97804075806764
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,315628619,31.17,-7.33,51.67568633314729,27.673469819741847
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,2822125,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,8201776,31.17,-7.33,17.925141963241547,-78.01492950057497
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,42277008,31.17,-7.33,43.897683433510366,-100.08947125585888
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,4826116,31.17,-7.33,59.36075159783851,25.01346951967388
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,64214,31.17,-7.33,10.528384761701911,103.08333472012376
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,180211,31.17,-7.33,25.499703063807168,75.5024015339642
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,88546718,31.17,-7.33,40.12399607988535,20.742583178432696
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,102070,31.17,-7.33,6.06272746187266,22.727528470146083
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Tunisia,Tunisia,437169,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,6392364,31.17,-7.33,26.42921218083572,52.86847103284948
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,70714797,31.17,-7.33,47.92172048214207,7.866753258497997
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,World,World,909913298,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Algeria, Algeria,367916,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,3522,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Kuwait, Kuwait,24185266,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Libya, Libya,8214991,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,79192330,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,89202419,31.17,-7.33,,
2012,2012,Import,Morocco,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,106602703,31.17,-7.33,,
