yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,137000,40.3936294,47.7872508,47.92172048214207,7.866753258497997
2008,2008,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,12905319,40.3936294,47.7872508,,
2008,2008,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Georgia, Georgia,12768319,40.3936294,47.7872508,,
