yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,22382,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2005,2005,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,821272,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2005,2005,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,65139,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2005,2005,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,34754,21.0000287,57.0036901,,
2005,2005,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,2485659,21.0000287,57.0036901,,
2005,2005,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,64211,21.0000287,57.0036901,,
2005,2005,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,47896,21.0000287,57.0036901,,
2005,2005,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,1430005,21.0000287,57.0036901,,
