yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,680935,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,14832057,30.3308401,71.247499,37.977378106878206,73.97804075806764
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,219753,30.3308401,71.247499,51.67568633314729,27.673469819741847
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,77177,30.3308401,71.247499,,
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,853030,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4876141,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,7523318,30.3308401,71.247499,59.36075159783851,25.01346951967388
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,6024707,30.3308401,71.247499,10.528384761701911,103.08333472012376
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,81703,30.3308401,71.247499,25.499703063807168,75.5024015339642
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1623677,30.3308401,71.247499,40.12399607988535,20.742583178432696
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,25267,30.3308401,71.247499,6.06272746187266,22.727528470146083
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,847024,30.3308401,71.247499,26.42921218083572,52.86847103284948
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,7381186,30.3308401,71.247499,47.92172048214207,7.866753258497997
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,50611622,30.3308401,71.247499,,
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,186922,30.3308401,71.247499,,
2014,2014,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,783802,30.3308401,71.247499,,
