yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Re-Export,Cyprus,World,4.0,Dairy produce; birds eggs; natural honey;,68454.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2004,2004.0,Re-Export,Cyprus,Greece,4.0,Dairy produce; birds eggs; natural honey;,57917.0,,34.9823018,33.1451285,38.9953683,21.9877132
2004,2004.0,Re-Export,Cyprus,Sweden,4.0,Dairy produce; birds eggs; natural honey;,2.0,,34.9823018,33.1451285,59.6749712,14.5208584
2004,2004.0,Re-Export,Cyprus,Egypt,4.0,Dairy produce; birds eggs; natural honey;,2565.0,,34.9823018,33.1451285,26.2540493,29.2675469
2004,2004.0,Re-Export,Cyprus,United Kingdom,4.0,Dairy produce; birds eggs; natural honey;,7969.0,,34.9823018,33.1451285,54.7023545,-3.2765753
