yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Australia and New Zealand,Oceania,145
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Central Asia,Asia,2725
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Eastern Asia,Asia,425
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Eastern Europe,Europe,1981
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Northern America,Americas,4044
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Northern Europe,Europe,97760
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Southern Europe,Europe,3544
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Sub-Saharan Africa,Africa,3525
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",Western Europe,Europe,17139
2010,2010,Export,Georgia,97,"Works of art, collectors' pieces and antiques",World,World,132373
