yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,12978,35.8885993,14.4476911,-16.85099460447687,133.4130365630627
2006,2006,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,6,35.8885993,14.4476911,37.977378106878206,73.97804075806764
2006,2006,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,752595,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2006,2006,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,2494216,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2006,2006,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,2020,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2006,2006,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,855782,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2006,2006,Import,Malta,11,Products of the milling industry; malt; starches; inulin,World,World,4117597,35.8885993,14.4476911,,
