yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,719,31.1667049,36.941628,37.977378106878206,73.97804075806764
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,859429,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,471,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,27264,31.1667049,36.941628,6.06272746187266,22.727528470146083
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1271434,31.1667049,36.941628,26.42921218083572,52.86847103284948
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,27703,31.1667049,36.941628,47.92172048214207,7.866753258497997
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,6473219,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,45,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,708740,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,13867,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,24135,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,216698,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,252940,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1691269,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,State of Palestine, State of Palestine,275812,31.1667049,36.941628,,
2017,2017,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,86694,31.1667049,36.941628,,
