yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Bahrain,World,11.0,Products of the milling industry; malt; starches; inulin,17596.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2006,2006.0,Re-Export,Bahrain,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin,10771.0,,26.1551249,50.5344606,25.6242618,42.3528328
2006,2006.0,Re-Export,Bahrain,Bunkers,11.0,Products of the milling industry; malt; starches; inulin,6824.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
