yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,76515,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,11360376,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1290642,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,24530059,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,5023508,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,4305726,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Melanesia,Oceania,1569,38.9597594,34.9249653,1.0108650891006263,147.3257485906919
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Micronesia,Oceania,418,38.9597594,34.9249653,6.418559504495792,157.6364476938912
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1422776,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,4422111,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Polynesia,Oceania,1115,38.9597594,34.9249653,-5.109184731250752,167.40343615892436
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1634835,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,40087839,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,18357236,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,10083985,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,6980140,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,1768848,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2500146,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,12628329,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,201101520,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Afghanistan, Afghanistan,198584,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,5428479,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,7211400,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,79841,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,1470944,38.9597594,34.9249653,,
2018,2018,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,94563,38.9597594,34.9249653,,
