yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Re-Export,Kuwait,World,31,Fertilizers,8573434,,,-36.8535712,174.7456809
2016,2016,Re-Export,Kuwait,Iran,31,Fertilizers,65264,,,32.6475314,54.5643516
2016,2016,Re-Export,Kuwait,Oman,31,Fertilizers,9964,,,21.0000287,57.0036901
2016,2016,Re-Export,Kuwait,Saudi Arabia,31,Fertilizers,10659,,,25.6242618,42.3528328
2016,2016,Re-Export,Kuwait,Egypt,31,Fertilizers,6616,,,26.2540493,29.2675469
2016,2016,Re-Export,Kuwait,USA,31,Fertilizers,8480931,,,,
2019,2019,Re-Export,Kuwait,World,31,Fertilizers,79581,,,-36.8535712,174.7456809
2019,2019,Re-Export,Kuwait,Iraq,31,Fertilizers,36532,,,33.0955793,44.1749775
2019,2019,Re-Export,Kuwait,Qatar,31,Fertilizers,43049,,,25.3336984,51.2295295
2020,2020,Re-Export,Kuwait,World,31,Fertilizers,18261,,,-36.8535712,174.7456809
2020,2020,Re-Export,Kuwait,Saudi Arabia,31,Fertilizers,18261,,,25.6242618,42.3528328
