yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,10631,32.3293809,-83.1137366,39.89317229901691,61.060280637304274
2019,2019,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,123,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2019,2019,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,279,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2019,2019,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,1009,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2019,2019,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,39,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2019,2019,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,101400,32.3293809,-83.1137366,,
2019,2019,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,48852,32.3293809,-83.1137366,,
2019,2019,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,40464,32.3293809,-83.1137366,,
