yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,47,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,878,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,320049,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,299063,28.0000272,2.9999825,,
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,133,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;,World,World,5544034,28.0000272,2.9999825,,
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,59376,28.0000272,2.9999825,,
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,4832992,28.0000272,2.9999825,,
2004,2004,Export,Algeria,4,Dairy produce; birds eggs; natural honey;, Mauritania, Mauritania,5719,28.0000272,2.9999825,,
