,rtTitle,ptTitle,rgDesc,TradeValue
0,Algeria,Afghanistan,Import,1180.0
1,Algeria,Armenia,Export,84.0
2,Algeria,Armenia,Import,21953.0
3,Algeria,Azerbaijan,Import,15810421.0
4,Algeria,Bahrain,Export,4980.0
5,Algeria,Bahrain,Import,97313541.0
6,Algeria,Comoros,Import,14270.0
7,Algeria,Cyprus,Export,20130799.0
8,Algeria,Cyprus,Import,1767242.0
9,Algeria,Djibouti,Export,116.0
10,Algeria,Djibouti,Import,7729.0
11,Algeria,Georgia,Export,552001.0
12,Algeria,Georgia,Import,2121183.0
13,Algeria,Iraq,Export,3372761.0
14,Algeria,Iraq,Import,9787.0
15,Algeria,Jordan,Export,30562948.0
16,Algeria,Jordan,Import,139647800.0
17,Algeria,Kuwait,Export,1250278.0
18,Algeria,Kuwait,Import,18751968.0
19,Algeria,Lebanon,Export,15485045.0
20,Algeria,Lebanon,Import,56228365.0
21,Algeria,Libya,Export,22514531.0
22,Algeria,Libya,Import,8131788.0
23,Algeria,Malta,Export,272483476.0
24,Algeria,Malta,Import,17503562.0
25,Algeria,Mauritania,Export,57054878.0
26,Algeria,Mauritania,Import,32771.0
27,Algeria,Morocco,Export,629897468.0
28,Algeria,Morocco,Import,215180721.0
29,Algeria,Oman,Export,24927.0
30,Algeria,Oman,Import,61904901.0
31,Algeria,Pakistan,Export,210170.0
32,Algeria,Pakistan,Import,28963525.0
33,Algeria,Qatar,Export,1676131.0
34,Algeria,Qatar,Import,80024836.0
35,Algeria,Saudi Arabia,Export,6808873.0
36,Algeria,Saudi Arabia,Import,613633690.0
37,Algeria,State of Palestine,Import,2129906.0
38,Algeria,Syria,Export,12674165.0
39,Algeria,Syria,Import,17400014.0
40,Algeria,Turkey,Export,1806689178.0
41,Algeria,Turkey,Import,2043770629.0
42,Algeria,United Arab Emirates,Export,5913814.0
43,Algeria,United Arab Emirates,Import,337287582.0
44,Algeria,World,Export,34795951494.0
45,Algeria,World,Import,51803071086.0
46,Algeria,Yemen,Import,20444.0
