yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2014,2014,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,423
2014,2014,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,12615
2014,2014,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,96157
2014,2014,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,2186
2014,2014,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,303
2014,2014,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,423
2014,2014,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,208867
