yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,139614,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4237678,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,121526,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,114098,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,194348,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,7832362,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,4603177,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1296258,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,138565,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,3441507,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,219703,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,244126,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,9297046,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,39167726,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Azerbaijan, Azerbaijan,1404,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,16393,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,204842,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,194362,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,1261,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,149853,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,151,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1453899,24.0002488,53.9994829,,
2004,2004,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,15277,24.0002488,53.9994829,,
