yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Export,Kuwait,World,26,"Ores, slag and ash",303371,,,-36.8535712,174.7456809
2016,2016,Export,Kuwait,China,26,"Ores, slag and ash",216495,,,35.000074,104.999927
2016,2016,Export,Kuwait,Oman,26,"Ores, slag and ash",3308,,,21.0000287,57.0036901
2016,2016,Export,Kuwait,United Arab Emirates,26,"Ores, slag and ash",69597,,,24.0002488,53.9994829
2016,2016,Export,Kuwait,United Kingdom,26,"Ores, slag and ash",13970,,,54.7023545,-3.2765753
2018,2018,Export,Kuwait,World,26,"Ores, slag and ash",206888,,,-36.8535712,174.7456809
2018,2018,Export,Kuwait,Germany,26,"Ores, slag and ash",3840,,,51.1638175,10.4478313
2018,2018,Export,Kuwait,Iran,26,"Ores, slag and ash",997,,,32.6475314,54.5643516
2018,2018,Export,Kuwait,Qatar,26,"Ores, slag and ash",56695,,,25.3336984,51.2295295
2018,2018,Export,Kuwait,Saudi Arabia,26,"Ores, slag and ash",15111,,,25.6242618,42.3528328
2018,2018,Export,Kuwait,United Arab Emirates,26,"Ores, slag and ash",130245,,,24.0002488,53.9994829
2019,2019,Export,Kuwait,World,26,"Ores, slag and ash",364131,,,-36.8535712,174.7456809
2019,2019,Export,Kuwait,Bahrain,26,"Ores, slag and ash",363,,,26.1551249,50.5344606
2019,2019,Export,Kuwait,Finland,26,"Ores, slag and ash",501,,,63.2467777,25.9209164
2019,2019,Export,Kuwait,Saudi Arabia,26,"Ores, slag and ash",118905,,,25.6242618,42.3528328
2019,2019,Export,Kuwait,Spain,26,"Ores, slag and ash",521,,,39.3260685,-4.8379791
2019,2019,Export,Kuwait,United Arab Emirates,26,"Ores, slag and ash",243841,,,24.0002488,53.9994829
2020,2020,Export,Kuwait,World,26,"Ores, slag and ash",1038938,,,-36.8535712,174.7456809
2020,2020,Export,Kuwait,Iraq,26,"Ores, slag and ash",56664,,,33.0955793,44.1749775
2020,2020,Export,Kuwait,Saudi Arabia,26,"Ores, slag and ash",7004,,,25.6242618,42.3528328
2020,2020,Export,Kuwait,India,26,"Ores, slag and ash",122897,,,22.3511148,78.6677428
2020,2020,Export,Kuwait,United Arab Emirates,26,"Ores, slag and ash",852373,,,24.0002488,53.9994829
