yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Export,Kuwait,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",891974336.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2013,2013.0,Export,Kuwait,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",769470.0,,29.2733964,47.4979476,-41.5000831,172.8344077
2013,2013.0,Export,Kuwait,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",374683.0,,29.2733964,47.4979476,9.6000359,7.9999721
2013,2013.0,Export,Kuwait,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",161951.0,,29.2733964,47.4979476,30.3308401,71.247499
2013,2013.0,Export,Kuwait,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",187384.0,,29.2733964,47.4979476,12.7503486,122.7312101
2013,2013.0,Export,Kuwait,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48114.0,,29.2733964,47.4979476,52.215933,19.134422
2013,2013.0,Export,Kuwait,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",88186.0,,29.2733964,47.4979476,39.6621648,-8.1353519
2013,2013.0,Export,Kuwait,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11742423.0,,29.2733964,47.4979476,25.3336984,51.2295295
2013,2013.0,Export,Kuwait,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6624524.0,,29.2733964,47.4979476,64.6863136,97.7453061
2013,2013.0,Export,Kuwait,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",166456496.0,,29.2733964,47.4979476,25.6242618,42.3528328
2013,2013.0,Export,Kuwait,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",72489.0,,29.2733964,47.4979476,14.4750607,-14.4529612
2013,2013.0,Export,Kuwait,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10582.0,,29.2733964,47.4979476,44.1534121,20.55144
2013,2013.0,Export,Kuwait,Seychelles,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1891.0,,29.2733964,47.4979476,-4.6574977,55.4540146
2013,2013.0,Export,Kuwait,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54781.0,,29.2733964,47.4979476,8.6400349,-11.8400269
2013,2013.0,Export,Kuwait,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",549725.0,,29.2733964,47.4979476,22.3511148,78.6677428
2013,2013.0,Export,Kuwait,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10898676.0,,29.2733964,47.4979476,1.357107,103.8194992
2013,2013.0,Export,Kuwait,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17637.0,,29.2733964,47.4979476,15.9266657,107.9650855
2013,2013.0,Export,Kuwait,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25397.0,,29.2733964,47.4979476,45.8133113,14.4808369
2013,2013.0,Export,Kuwait,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10582.0,,29.2733964,47.4979476,8.3676771,49.083416
2013,2013.0,Export,Kuwait,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1081693.0,,29.2733964,47.4979476,-28.8166236,24.991639
2013,2013.0,Export,Kuwait,Zimbabwe,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14674.0,,29.2733964,47.4979476,-18.4554963,29.7468414
2013,2013.0,Export,Kuwait,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",154501.0,,29.2733964,47.4979476,39.3260685,-4.8379791
2013,2013.0,Export,Kuwait,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1586256.0,,29.2733964,47.4979476,14.5844444,29.4917691
2013,2013.0,Export,Kuwait,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",80450.0,,29.2733964,47.4979476,46.7985624,8.2319736
2013,2013.0,Export,Kuwait,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",202337.0,,29.2733964,47.4979476,34.6401861,39.0494106
2013,2013.0,Export,Kuwait,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16925.0,,29.2733964,47.4979476,14.8971921,100.83273
2013,2013.0,Export,Kuwait,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",115036976.0,,29.2733964,47.4979476,24.0002488,53.9994829
2013,2013.0,Export,Kuwait,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1998429.0,,29.2733964,47.4979476,33.8439408,9.400138
2013,2013.0,Export,Kuwait,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1086663.0,,29.2733964,47.4979476,38.9597594,34.9249653
2013,2013.0,Export,Kuwait,Turkmenistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37765.0,,29.2733964,47.4979476,39.3763807,59.3924609
2013,2013.0,Export,Kuwait,Uganda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",285454.0,,29.2733964,47.4979476,1.5333554,32.2166578
2013,2013.0,Export,Kuwait,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",374648.0,,29.2733964,47.4979476,49.4871968,31.2718321
2013,2013.0,Export,Kuwait,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21151096.0,,29.2733964,47.4979476,26.2540493,29.2675469
2013,2013.0,Export,Kuwait,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",539996.0,,29.2733964,47.4979476,54.7023545,-3.2765753
2013,2013.0,Export,Kuwait,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59398.0,,29.2733964,47.4979476,,
2013,2013.0,Export,Kuwait,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9255046.0,,29.2733964,47.4979476,5.57675525,-0.1653113957934536
2013,2013.0,Export,Kuwait,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3777709.0,,29.2733964,47.4979476,39.7837304,-100.445882
2013,2013.0,Export,Kuwait,Venezuela,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37038.0,,29.2733964,47.4979476,8.0018709,-66.1109318
2013,2013.0,Export,Kuwait,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6855305.0,,29.2733964,47.4979476,16.3471243,47.8915271
