yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2009,2009,Export,Georgia,72,Iron and steel,Central Asia,Asia,37650
2009,2009,Export,Georgia,72,Iron and steel,Eastern Asia,Asia,6091302
2009,2009,Export,Georgia,72,Iron and steel,Eastern Europe,Europe,12336814
2009,2009,Export,Georgia,72,Iron and steel,Northern Africa,Africa,2854750
2009,2009,Export,Georgia,72,Iron and steel,Northern America,Americas,17715700
2009,2009,Export,Georgia,72,Iron and steel,Northern Europe,Europe,1534379
2009,2009,Export,Georgia,72,Iron and steel,South-eastern Asia,Asia,218698
2009,2009,Export,Georgia,72,Iron and steel,Southern Asia,Asia,348997
2009,2009,Export,Georgia,72,Iron and steel,Southern Europe,Europe,3619962
2009,2009,Export,Georgia,72,Iron and steel,Western Asia,Asia,136697137
2009,2009,Export,Georgia,72,Iron and steel,Western Europe,Europe,2896661
2009,2009,Export,Georgia,72,Iron and steel,World,World,197049859
