yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2009,2009,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Africa,Africa,775014
2009,2009,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,36597
2009,2009,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,219
2009,2009,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,1002671
2009,2009,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,117582
2009,2009,Export,Algeria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,1932083
