yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,981111,28.0000272,2.9999825,-16.85099460447687,133.4130365630627
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,289965,28.0000272,2.9999825,39.89317229901691,61.060280637304274
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,3384223,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,154618,28.0000272,2.9999825,51.67568633314729,27.673469819741847
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,335606,28.0000272,2.9999825,,
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,9538,28.0000272,2.9999825,17.925141963241547,-78.01492950057497
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,9059643,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,12200597,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,2917358,28.0000272,2.9999825,10.528384761701911,103.08333472012376
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,9927565,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,211,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,552905,28.0000272,2.9999825,,
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1894190,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,31348979,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,74200699,28.0000272,2.9999825,,
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Malta, Malta,43683,28.0000272,2.9999825,,
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,77818,28.0000272,2.9999825,,
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,498768,28.0000272,2.9999825,,
2013,2013,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,46559,28.0000272,2.9999825,,
