yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Re-Export,Kuwait,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1093608686.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2019,2019.0,Re-Export,Kuwait,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",109512.0,,29.2733964,47.4979476,41.000028,19.9999619
2019,2019.0,Re-Export,Kuwait,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44202.0,,29.2733964,47.4979476,28.0000272,2.9999825
2019,2019.0,Re-Export,Kuwait,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7002903.0,,29.2733964,47.4979476,-11.8775768,17.5691241
2019,2019.0,Re-Export,Kuwait,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",108655.0,,29.2733964,47.4979476,40.3936294,47.7872508
2019,2019.0,Re-Export,Kuwait,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8079.0,,29.2733964,47.4979476,-34.9964963,-64.9672817
2019,2019.0,Re-Export,Kuwait,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",717706.0,,29.2733964,47.4979476,-24.7761086,134.755
2019,2019.0,Re-Export,Kuwait,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2909588.0,,29.2733964,47.4979476,26.1551249,50.5344606
2019,2019.0,Re-Export,Kuwait,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",214236.0,,29.2733964,47.4979476,40.7696272,44.6736646
2019,2019.0,Re-Export,Kuwait,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",440187.0,,29.2733964,47.4979476,50.6402809,4.6667145
2019,2019.0,Re-Export,Kuwait,Botswana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9878.0,,29.2733964,47.4979476,-23.1681782,24.5928742
2019,2019.0,Re-Export,Kuwait,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",58793.0,,29.2733964,47.4979476,42.6073975,25.4856617
2019,2019.0,Re-Export,Kuwait,Myanmar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13507.0,,29.2733964,47.4979476,17.1750495,95.9999652
2019,2019.0,Re-Export,Kuwait,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1414450.0,,29.2733964,47.4979476,12.5433216,104.8144914
2019,2019.0,Re-Export,Kuwait,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125322.0,,29.2733964,47.4979476,4.6125522,13.1535811
2019,2019.0,Re-Export,Kuwait,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",364851.0,,29.2733964,47.4979476,61.0666922,-107.991707
2019,2019.0,Re-Export,Kuwait,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11194.0,,29.2733964,47.4979476,15.6134137,19.0156172
2019,2019.0,Re-Export,Kuwait,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",103938469.0,,29.2733964,47.4979476,35.000074,104.999927
2019,2019.0,Re-Export,Kuwait,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",821811.0,,29.2733964,47.4979476,4.099917,-72.9088133
2019,2019.0,Re-Export,Kuwait,Dem. Rep. of the Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10529.0,,29.2733964,47.4979476,,
2019,2019.0,Re-Export,Kuwait,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31309.0,,29.2733964,47.4979476,45.5643442,17.0118954
2019,2019.0,Re-Export,Kuwait,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39689.0,,29.2733964,47.4979476,34.9823018,33.1451285
2019,2019.0,Re-Export,Kuwait,Benin,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",481799.0,,29.2733964,47.4979476,9.5293472,2.2584408
2019,2019.0,Re-Export,Kuwait,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4932.0,,29.2733964,47.4979476,55.670249,10.3333283
2019,2019.0,Re-Export,Kuwait,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76526.0,,29.2733964,47.4979476,10.2116702,38.6521203
2019,2019.0,Re-Export,Kuwait,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",198047.0,,29.2733964,47.4979476,46.603354,1.8883335
2019,2019.0,Re-Export,Kuwait,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",860144.0,,29.2733964,47.4979476,11.8145966,42.8453061
2019,2019.0,Re-Export,Kuwait,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40919.0,,29.2733964,47.4979476,32.3293809,-83.1137366
2019,2019.0,Re-Export,Kuwait,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11848.0,,29.2733964,47.4979476,13.470062,-15.4900464
2019,2019.0,Re-Export,Kuwait,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2896192.0,,29.2733964,47.4979476,51.1638175,10.4478313
2019,2019.0,Re-Export,Kuwait,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",702372.0,,29.2733964,47.4979476,8.0300284,-1.0800271
2019,2019.0,Re-Export,Kuwait,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8271.0,,29.2733964,47.4979476,38.9953683,21.9877132
2019,2019.0,Re-Export,Kuwait,Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36249.0,,29.2733964,47.4979476,10.7226226,-10.7083587
2019,2019.0,Re-Export,Kuwait,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",395006.0,,29.2733964,47.4979476,22.350627,114.1849161
2019,2019.0,Re-Export,Kuwait,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9897.0,,29.2733964,47.4979476,47.1817585,19.5060937
2019,2019.0,Re-Export,Kuwait,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1274.0,,29.2733964,47.4979476,-2.4833826,117.8902853
2019,2019.0,Re-Export,Kuwait,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18838103.0,,29.2733964,47.4979476,32.6475314,54.5643516
2019,2019.0,Re-Export,Kuwait,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",616090973.0,,29.2733964,47.4979476,33.0955793,44.1749775
2019,2019.0,Re-Export,Kuwait,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56625.0,,29.2733964,47.4979476,42.6384261,12.674297
2019,2019.0,Re-Export,Kuwait,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13180.0,,29.2733964,47.4979476,18.1850507,-77.3947693
2019,2019.0,Re-Export,Kuwait,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",552363.0,,29.2733964,47.4979476,36.5748441,139.2394179
2019,2019.0,Re-Export,Kuwait,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53147344.0,,29.2733964,47.4979476,31.1667049,36.941628
2019,2019.0,Re-Export,Kuwait,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33476.0,,29.2733964,47.4979476,1.4419683,38.4313975
2019,2019.0,Re-Export,Kuwait,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",163891.0,,29.2733964,47.4979476,,
2019,2019.0,Re-Export,Kuwait,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1075890.0,,29.2733964,47.4979476,33.8750629,35.843409
2019,2019.0,Re-Export,Kuwait,Lesotho,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18120.0,,29.2733964,47.4979476,-29.6039267,28.3350193
2019,2019.0,Re-Export,Kuwait,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3951.0,,29.2733964,47.4979476,56.8406494,24.7537645
2019,2019.0,Re-Export,Kuwait,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",368877.0,,29.2733964,47.4979476,26.8234472,18.1236723
