yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1443,33.87,35.84,-16.85099460447687,133.4130365630627
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,4702,33.87,35.84,39.89317229901691,61.060280637304274
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,8672,33.87,35.84,51.67568633314729,27.673469819741847
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,2457,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,2567,33.87,35.84,17.925141963241547,-78.01492950057497
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3222,33.87,35.84,43.897683433510366,-100.08947125585888
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,8529,33.87,35.84,59.36075159783851,25.01346951967388
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,639,33.87,35.84,10.528384761701911,103.08333472012376
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,56037,33.87,35.84,40.12399607988535,20.742583178432696
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,353880,33.87,35.84,6.06272746187266,22.727528470146083
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,8798,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,11407,33.87,35.84,26.42921218083572,52.86847103284948
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,783,33.87,35.84,47.92172048214207,7.866753258497997
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,767069,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,1000,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,1552,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,272,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,2264,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,45756,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,54619,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,73192,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Mauritania, Mauritania,2201,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,3673,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,862,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,4112,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,89379,33.87,35.84,,
2014,2014,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,22262,33.87,35.84,,
