yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,30718,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2009,2009,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,22791,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2009,2009,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,108,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2009,2009,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,602,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2009,2009,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,60361,40.7696272,44.6736646,,
2009,2009,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Georgia, Georgia,5700,40.7696272,44.6736646,,
2009,2009,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,443,40.7696272,44.6736646,,
