rtTitle,Subregion,rgDesc,TradeValue
Jordan,Afghanistan,Export,269718
Jordan,Afghanistan,Import,1371918
Jordan,Afghanistan,Re-Export,186551
Jordan,Algeria,Export,15435380
Jordan,Algeria,Import,1009615
Jordan,Algeria,Re-Export,1043806
Jordan,Armenia,Export,48598
Jordan,Armenia,Import,4696
Jordan,Armenia,Re-Export,48598
Jordan,Azerbaijan,Export,1837150
Jordan,Azerbaijan,Import,704
Jordan,Bahrain,Export,24215190
Jordan,Bahrain,Import,72877221
Jordan,Bahrain,Re-Export,4465350
Jordan,Cyprus,Export,1946552
Jordan,Cyprus,Import,2607670
Jordan,Cyprus,Re-Export,154026
Jordan,Djibouti,Export,73036
Jordan,Djibouti,Re-Export,4925
Jordan,Georgia,Export,469034
Jordan,Georgia,Import,973683
Jordan,Georgia,Re-Export,1028
Jordan,Iraq,Export,1030355223
Jordan,Iraq,Import,120171244
Jordan,Iraq,Re-Export,358580116
Jordan,Israel,Export,43778241
Jordan,Israel,Import,47973546
Jordan,Israel,Re-Export,12465955
Jordan,Kuwait,Export,55986325
Jordan,Kuwait,Import,62116649
Jordan,Kuwait,Re-Export,4573074
Jordan,Lebanon,Export,71815055
Jordan,Lebanon,Import,75161306
Jordan,Lebanon,Re-Export,14631863
Jordan,Libya,Export,15678026
Jordan,Libya,Import,1334361
Jordan,Libya,Re-Export,4125097
Jordan,Malta,Export,49847
Jordan,Malta,Import,867862
Jordan,Mauritania,Export,40715
Jordan,Morocco,Export,7804820
Jordan,Morocco,Import,23128281
Jordan,Morocco,Re-Export,250318
Jordan,Oman,Export,21317478
Jordan,Oman,Import,17135730
Jordan,Oman,Re-Export,5256328
Jordan,Pakistan,Export,5657891
Jordan,Pakistan,Import,22975825
Jordan,Pakistan,Re-Export,968128
Jordan,Qatar,Export,51357754
Jordan,Qatar,Import,9238483
Jordan,Qatar,Re-Export,3070688
Jordan,Saudi Arabia,Export,287509712
Jordan,Saudi Arabia,Import,2271141224
Jordan,Saudi Arabia,Re-Export,41265663
Jordan,State of Palestine,Export,35281021
Jordan,State of Palestine,Import,26536232
Jordan,State of Palestine,Re-Export,8512601
Jordan,United Arab Emirates,Export,146704060
Jordan,United Arab Emirates,Import,281684963
Jordan,United Arab Emirates,Re-Export,35342239
Jordan,Yemen,Export,19022031
Jordan,Yemen,Import,14344936
Jordan,Yemen,Re-Export,1376442
