yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Comoros,World,85.0,Electrical machinery and equipment and parts thereof; sound recorders and r ...,32645.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2008,2008.0,Export,Comoros,France,85.0,Electrical machinery and equipment and parts thereof; sound recorders and r ...,22762.0,,-12.2045176,44.2832964,46.603354,1.8883335
2008,2008.0,Export,Comoros,Madagascar,85.0,Electrical machinery and equipment and parts thereof; sound recorders and r ...,146.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2008,2008.0,Export,Comoros,Mauritius,85.0,Electrical machinery and equipment and parts thereof; sound recorders and r ...,219.0,,-12.2045176,44.2832964,-20.2759451,57.5703566
2008,2008.0,Export,Comoros,United Rep. of Tanzania,85.0,Electrical machinery and equipment and parts thereof; sound recorders and r ...,9519.0,,-12.2045176,44.2832964,,
