yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Re-Export,Armenia,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,23800.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2012,2012.0,Re-Export,Armenia,Georgia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,17500.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2012,2012.0,Re-Export,Armenia,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,6300.0,,40.7696272,44.6736646,24.0002488,53.9994829
