yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Re-Export,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Egypt,Egypt,158359,30.3308401,71.247499,,
2012,2012,Re-Export,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,204258,30.3308401,71.247499,,
2012,2012,Re-Export,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Oman, Oman,45899,30.3308401,71.247499,,
