yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,1838,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2009,2009,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,34838,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,3375,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,6569,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,3694,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,19362,26.1551249,50.5344606,,
