yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Georgia,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,148207.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2010,2010.0,Re-Export,Georgia,Azerbaijan,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,4838.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2010,2010.0,Re-Export,Georgia,Armenia,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,52196.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2010,2010.0,Re-Export,Georgia,Russian Federation,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,2346.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2010,2010.0,Re-Export,Georgia,Turkey,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,88826.0,,32.3293809,-83.1137366,38.9597594,34.9249653
