yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Australia and New Zealand,Oceania,14094,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,1629394,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,4413079,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,342548,40.7696272,44.6736646,17.925141963241547,-78.01492950057497
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,34678,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,361,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,67177,40.7696272,44.6736646,10.528384761701911,103.08333472012376
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,278323,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,27565,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,18624,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,150495,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2012,2012,Import,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,7334105,40.7696272,44.6736646,,
