rtTitle,Subregion,rgDesc,TradeValue
Oman,Afghanistan,Export,211443
Oman,Algeria,Export,2862311
Oman,Algeria,Import,48216
Oman,Armenia,Export,111579
Oman,Armenia,Import,534219
Oman,Azerbaijan,Export,785470
Oman,Bahrain,Export,11475943
Oman,Bahrain,Import,25672586
Oman,Comoros,Export,183038
Oman,Cyprus,Export,385339
Oman,Cyprus,Import,4056466
Oman,Djibouti,Export,2861182
Oman,Georgia,Export,35479
Oman,Georgia,Import,2609772
Oman,Iraq,Export,18000064
Oman,Iraq,Import,520
Oman,Israel,Export,496814
Oman,Israel,Import,224848
Oman,Jordan,Export,24979685
Oman,Jordan,Import,7283732
Oman,Kuwait,Export,27164771
Oman,Kuwait,Import,17252103
Oman,Lebanon,Export,3098369
Oman,Lebanon,Import,4139040
Oman,Libya,Export,9298720
Oman,Malta,Export,16801
Oman,Malta,Import,2043965
Oman,Mauritania,Export,290673
Oman,Mauritania,Import,2884
Oman,Morocco,Export,467949
Oman,Morocco,Import,2117062
Oman,Pakistan,Export,7120960
Oman,Pakistan,Import,59481672
Oman,Qatar,Export,19464544
Oman,Qatar,Import,6385940
Oman,Saudi Arabia,Export,143066168
Oman,Saudi Arabia,Import,124712586
Oman,State of Palestine,Export,25886
Oman,United Arab Emirates,Export,771429325
Oman,United Arab Emirates,Import,1479834805
Oman,World,Export,11284548570
Oman,World,Import,5015324403
Oman,Yemen,Export,151846203
Oman,Yemen,Import,3131299
