yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,23756,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2011,2011,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,4204501,25.3336984,51.2295295,,
2011,2011,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Bahrain, Bahrain,27575,25.3336984,51.2295295,,
2011,2011,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Kuwait, Kuwait,72961,25.3336984,51.2295295,,
2011,2011,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Oman, Oman,26073,25.3336984,51.2295295,,
2011,2011,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Saudi Arabia, Saudi Arabia,3418254,25.3336984,51.2295295,,
2011,2011,Export,Qatar,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,597095,25.3336984,51.2295295,,
