yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,571,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,1819,30.3308401,71.247499,39.89317229901691,61.060280637304274
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1809,30.3308401,71.247499,,
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3903,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,2191,30.3308401,71.247499,59.36075159783851,25.01346951967388
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,3163131,30.3308401,71.247499,10.528384761701911,103.08333472012376
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,449336,30.3308401,71.247499,25.499703063807168,75.5024015339642
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,934898,30.3308401,71.247499,6.06272746187266,22.727528470146083
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,897449,30.3308401,71.247499,26.42921218083572,52.86847103284948
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,644885,30.3308401,71.247499,47.92172048214207,7.866753258497997
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,8459718,30.3308401,71.247499,,
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,31142,30.3308401,71.247499,,
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,49251,30.3308401,71.247499,,
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,1215,30.3308401,71.247499,,
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1045,30.3308401,71.247499,,
2015,2015,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,2277071,30.3308401,71.247499,,
