yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Afghanistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,281317,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2019,2019,Export,Afghanistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,328122,33.7680065,66.2385139,,
2019,2019,Export,Afghanistan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,46804,33.7680065,66.2385139,,
