yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2001,2001,Re-Export,Comoros,63,"Other made textile articles, sets, worn clothing etc",Sub-Saharan Africa,Africa,135
2001,2001,Re-Export,Comoros,63,"Other made textile articles, sets, worn clothing etc",World,World,135
