yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Re-Export,Bahrain,World,25.0,Salt; sulfur; earths and stone; plastering materials,32848.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2004,2004.0,Re-Export,Bahrain,Kenya,25.0,Salt; sulfur; earths and stone; plastering materials,26604.0,,26.1551249,50.5344606,1.4419683,38.4313975
2004,2004.0,Re-Export,Bahrain,Qatar,25.0,Salt; sulfur; earths and stone; plastering materials,548.0,,26.1551249,50.5344606,25.3336984,51.2295295
2004,2004.0,Re-Export,Bahrain,Saudi Arabia,25.0,Salt; sulfur; earths and stone; plastering materials,5697.0,,26.1551249,50.5344606,25.6242618,42.3528328
