rtTitle,Subregion,rgDesc,TradeValue
Saudi Arabia,Afghanistan,Export,10074143
Saudi Arabia,Afghanistan,Import,218934
Saudi Arabia,Afghanistan,Re-Export,438133
Saudi Arabia,Algeria,Export,382814878
Saudi Arabia,Algeria,Import,11708546
Saudi Arabia,Algeria,Re-Export,5672275
Saudi Arabia,Armenia,Export,643734
Saudi Arabia,Armenia,Import,357067
Saudi Arabia,Armenia,Re-Export,330134
Saudi Arabia,Azerbaijan,Export,9187212
Saudi Arabia,Azerbaijan,Re-Export,164000
Saudi Arabia,Bahrain,Export,1191554557
Saudi Arabia,Bahrain,Import,1249365557
Saudi Arabia,Bahrain,Re-Export,585931665
Saudi Arabia,Comoros,Export,394668
Saudi Arabia,Comoros,Import,35467
Saudi Arabia,Comoros,Re-Export,394668
Saudi Arabia,Cyprus,Export,7628541
Saudi Arabia,Cyprus,Import,15082953
Saudi Arabia,Cyprus,Re-Export,336267
Saudi Arabia,Djibouti,Export,97955594
Saudi Arabia,Djibouti,Import,12746682
Saudi Arabia,Djibouti,Re-Export,54592871
Saudi Arabia,Georgia,Export,375467
Saudi Arabia,Georgia,Import,166933
Saudi Arabia,Iraq,Export,490241413
Saudi Arabia,Iraq,Import,142933
Saudi Arabia,Iraq,Re-Export,211098131
Saudi Arabia,Jordan,Export,1591154257
Saudi Arabia,Jordan,Import,623762912
Saudi Arabia,Jordan,Re-Export,127943358
Saudi Arabia,Kuwait,Export,1406401225
Saudi Arabia,Kuwait,Import,426586667
Saudi Arabia,Kuwait,Re-Export,195589577
Saudi Arabia,Lebanon,Export,418966659
Saudi Arabia,Lebanon,Import,350355637
Saudi Arabia,Lebanon,Re-Export,89285178
Saudi Arabia,Libya,Export,48562192
Saudi Arabia,Libya,Import,155734
Saudi Arabia,Libya,Re-Export,1291733
Saudi Arabia,Malta,Export,130798565
Saudi Arabia,Malta,Import,13980817
Saudi Arabia,Malta,Re-Export,551734
Saudi Arabia,Mauritania,Export,13321881
Saudi Arabia,Mauritania,Re-Export,4632272
Saudi Arabia,Morocco,Export,514335310
Saudi Arabia,Morocco,Import,74209155
Saudi Arabia,Morocco,Re-Export,15474687
Saudi Arabia,Oman,Export,677041115
Saudi Arabia,Oman,Import,876798159
Saudi Arabia,Oman,Re-Export,55946468
Saudi Arabia,Pakistan,Export,822186360
Saudi Arabia,Pakistan,Import,425916262
Saudi Arabia,Pakistan,Re-Export,36977912
Saudi Arabia,Qatar,Export,1299128023
Saudi Arabia,Qatar,Import,468338452
Saudi Arabia,Qatar,Re-Export,225002412
Saudi Arabia,State of Palestine,Export,1737335
Saudi Arabia,State of Palestine,Import,4207738
Saudi Arabia,State of Palestine,Re-Export,220800
Saudi Arabia,United Arab Emirates,Export,4916352010
Saudi Arabia,United Arab Emirates,Import,5240916149
Saudi Arabia,United Arab Emirates,Re-Export,1505742415
Saudi Arabia,Yemen,Export,532809732
Saudi Arabia,Yemen,Import,253414450
Saudi Arabia,Yemen,Re-Export,130509762
