yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Australia and New Zealand,Oceania,265,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Central Asia,Asia,78096,40.7696272,44.6736646,39.89317229901691,61.060280637304274
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,245209,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,34239,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,2931,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,15483,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,3042,40.7696272,44.6736646,10.528384761701911,103.08333472012376
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Asia,Asia,86100,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,65802,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,75685,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,384827,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,997825,40.7696272,44.6736646,,
2008,2008,Import,Armenia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, United Arab Emirates, United Arab Emirates,897,40.7696272,44.6736646,,
