yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Georgia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",610731.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2012,2012.0,Export,Georgia,Afghanistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",559.0,,32.3293809,-83.1137366,33.7680065,66.2385139
2012,2012.0,Export,Georgia,Azerbaijan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",150055.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2012,2012.0,Export,Georgia,Armenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",51419.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2012,2012.0,Export,Georgia,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3341.0,,32.3293809,-83.1137366,50.6402809,4.6667145
2012,2012.0,Export,Georgia,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1038.0,,32.3293809,-83.1137366,61.0666922,-107.991707
2012,2012.0,Export,Georgia,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",36.0,,32.3293809,-83.1137366,35.000074,104.999927
2012,2012.0,Export,Georgia,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",31929.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2012,2012.0,Export,Georgia,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",61338.0,,32.3293809,-83.1137366,32.6475314,54.5643516
2012,2012.0,Export,Georgia,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",250.0,,32.3293809,-83.1137366,33.0955793,44.1749775
2012,2012.0,Export,Georgia,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",381.0,,32.3293809,-83.1137366,30.8124247,34.8594762
2012,2012.0,Export,Georgia,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5632.0,,32.3293809,-83.1137366,42.6384261,12.674297
2012,2012.0,Export,Georgia,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",54.0,,32.3293809,-83.1137366,33.8750629,35.843409
2012,2012.0,Export,Georgia,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4513.0,,32.3293809,-83.1137366,56.8406494,24.7537645
2012,2012.0,Export,Georgia,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",190384.0,,32.3293809,-83.1137366,55.3500003,23.7499997
2012,2012.0,Export,Georgia,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",787.0,,32.3293809,-83.1137366,52.2434979,5.6343227
2012,2012.0,Export,Georgia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1060.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2012,2012.0,Export,Georgia,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4502.0,,32.3293809,-83.1137366,39.3260685,-4.8379791
2012,2012.0,Export,Georgia,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1192.0,,32.3293809,-83.1137366,46.7985624,8.2319736
2012,2012.0,Export,Georgia,Tajikistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15494.0,,32.3293809,-83.1137366,38.6281733,70.8156541
2012,2012.0,Export,Georgia,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4721.0,,32.3293809,-83.1137366,24.0002488,53.9994829
2012,2012.0,Export,Georgia,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",54554.0,,32.3293809,-83.1137366,38.9597594,34.9249653
2012,2012.0,Export,Georgia,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2956.0,,32.3293809,-83.1137366,49.4871968,31.2718321
2012,2012.0,Export,Georgia,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",20593.0,,32.3293809,-83.1137366,54.7023545,-3.2765753
2012,2012.0,Export,Georgia,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3941.0,,32.3293809,-83.1137366,39.7837304,-100.445882
